ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE
"232,156",Desaparecido,Sin Información,14/01/2023,37,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,157",Aparecio Vivo,Sin Información,03/02/2023,28,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,158",Desaparecido,Desaparición Presuntamente Forzada,15/01/2023,45,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Villavicencio,Meta
"232,160",Desaparecido,Sin Información,02/02/2023,39,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda
"232,162",Desaparecido,Sin Información,08/02/2023,28,Hombre,Sin información,Blanco,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"232,164",Desaparecido,Sin Información,24/01/2023,20,Hombre,Venezuela,Sin Información,Sin Información,Sin información,Sin información,Colombia,Cúcuta,Norte De Santander
"232,165",Aparecio Vivo,Sin Información,07/02/2023,65,Hombre,Sin información,Blanco,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca
"232,166",Desaparecido,Sin Información,06/02/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,167",Desaparecido,Sin Información,09/02/2023,29,Hombre,Colombia,Blanco,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,168",Desaparecido,Sin Información,09/02/2023,29,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,169",Aparecio Vivo,Sin Información,07/02/2023,56,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,171",Aparecio Vivo,Sin Información,04/02/2023,44,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Jamundí,Valle Del Cauca
"232,174",Aparecio Vivo,Sin Información,08/02/2023,43,Hombre,Colombia,Sin Información,Unión Libre,Educación técnica profesional y tecnológica,Grupos étnicos,Colombia,Pereira,Risaralda
"232,175",Aparecio Vivo,Sin Información,07/02/2023,47,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,176",Desaparecido,Sin Información,03/02/2023,3,Mujer,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,180",Aparecio Vivo,Sin Información,08/02/2023,40,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,181",Desaparecido,Sin Información,09/02/2023,24,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,182",Aparecio Vivo,Sin Información,09/02/2023,13,Mujer,Colombia,Blanco,No Aplica,Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda
"232,183",Aparecio Muerto,Sin Información,07/01/2023,32,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,184",Desaparecido,Sin Información,20/01/2023,40,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Múltiples factores,Colombia,Bogotá D.C.,Bogotá D.C
"232,185",Desaparecido,Sin Información,28/01/2023,14,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Dagua,Valle Del Cauca
"232,186",Desaparecido,Sin Información,06/02/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,187",Desaparecido,Sin Información,06/02/2023,18,Mujer,Sin información,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,188",Aparecio Vivo,Sin Información,10/02/2023,49,Hombre,Colombia,Mestizo,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,189",Desaparecido,Sin Información,10/02/2023,37,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,190",Desaparecido,Sin Información,10/02/2023,34,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,191",Aparecio Vivo,Sin Información,10/02/2023,34,Hombre,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,192",Desaparecido,Sin Información,30/01/2023,27,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Ibagué,Tolima
"232,193",Desaparecido,Sin Información,05/02/2023,41,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Tumaco,Nariño
"232,194",Desaparecido,Sin Información,06/02/2023,16,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,195",Desaparecido,Sin Información,10/02/2023,73,Hombre,Colombia,Mestizo,Casado (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,196",Desaparecido,Sin Información,07/02/2023,13,Hombre,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda
"232,197",Aparecio Vivo,Sin Información,09/02/2023,13,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,198",Desaparecido,Sin Información,09/02/2023,12,Mujer,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Facatativá,Cundinamarca
"232,199",Desaparecido,Sin Información,06/02/2023,23,Hombre,Sin información,Sin Información,Sin Información,Sin información,Sin información,Colombia,Valledupar,Cesar
"232,200",Aparecio Muerto,Sin Información,03/01/2023,51,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,201",Desaparecido,Sin Información,08/02/2023,22,Hombre,Venezuela,Mestizo,Unión Libre,Sin escolaridad,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,202",Desaparecido,Sin Información,23/01/2023,18,Hombre,Colombia,Blanco,Soltero (a),Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Soacha,Cundinamarca
"232,203",Aparecio Vivo,Sin Información,06/02/2023,29,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Caldas,Antioquia
"232,204",Desaparecido,Sin Información,11/02/2023,15,Hombre,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,205",Aparecio Vivo,Sin Información,15/01/2023,37,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Pereira,Risaralda
"232,207",Aparecio Vivo,Sin Información,02/02/2023,17,Mujer,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Bogotá D.C.,Bogotá D.C
"232,211",Aparecio Vivo,Sin Información,11/02/2023,13,Hombre,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,212",Aparecio Vivo,Sin Información,11/02/2023,47,Hombre,Colombia,Sin Información,Casado (a),Educación media o secundaria alta,Sin información,Colombia,Bello,Antioquia
"232,213",Desaparecido,Sin Información,11/02/2023,75,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,214",Aparecio Vivo,Sin Información,26/01/2023,27,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pasto,Nariño
"232,216",Aparecio Vivo,Sin Información,29/01/2023,26,Mujer,Sin información,Blanco,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,217",Desaparecido,Sin Información,12/02/2023,20,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,220",Desaparecido,Sin Información,06/02/2023,65,Mujer,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Flandes,Tolima
"232,221",Desaparecido,Sin Información,11/02/2023,13,Hombre,Sin información,Negro,Sin Información,Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"232,222",Aparecio Vivo,Sin Información,11/02/2023,4,Mujer,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,223",Desaparecido,Sin Información,11/02/2023,66,Hombre,Venezuela,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,225",Desaparecido,Sin Información,05/02/2023,17,Mujer,Colombia,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Madrid,Cundinamarca
"232,227",Aparecio Vivo,Sin Información,10/02/2023,55,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,230",Aparecio Muerto,Sin Información,04/02/2023,73,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Silvania,Cundinamarca
"232,231",Desaparecido,Sin Información,11/02/2023,17,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Otro,Colombia,Garzón,Huila
"232,232",Desaparecido,Sin Información,06/02/2023,17,Hombre,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Soacha,Cundinamarca
"232,233",Desaparecido,Sin Información,11/02/2023,14,Mujer,Sin información,Blanco,Sin Información,Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"232,234",Aparecio Vivo,Sin Información,10/02/2023,14,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Neiva,Huila
"232,236",Aparecio Vivo,Sin Información,10/02/2023,13,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Ibagué,Tolima
"232,238",Aparecio Vivo,Sin Información,02/02/2023,22,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"232,239",Aparecio Vivo,Sin Información,09/02/2023,16,Hombre,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,240",Aparecio Muerto,Sin Información,12/02/2023,19,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,241",Desaparecido,Desaparición Presuntamente Forzada,03/02/2023,17,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Saravena,Arauca
"232,243",Desaparecido,Sin Información,31/01/2023,23,Hombre,Colombia,Sin Información,Soltero (a),Sin escolaridad,Ninguno,Colombia,Espinal,Tolima
"232,245",Aparecio Vivo,Sin Información,12/02/2023,30,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"232,246",Aparecio Vivo,Sin Información,11/02/2023,70,Hombre,Colombia,Sin Información,Casado (a),Educación inicial y educación preescolar,Sin información,Colombia,Medellín,Antioquia
"232,248",Aparecio Vivo,Sin Información,13/02/2023,33,Mujer,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,249",Aparecio Muerto,Sin Información,13/02/2023,28,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,250",Aparecio Vivo,Sin Información,09/02/2023,14,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,251",Desaparecido,Sin Información,09/02/2023,32,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Múltiples factores,Colombia,Bogotá D.C.,Bogotá D.C
"232,252",Aparecio Vivo,Sin Información,04/02/2023,47,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Villagarzón,Putumayo
"232,253",Aparecio Vivo,Sin Información,03/02/2023,22,Mujer,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Cúcuta,Norte De Santander
"232,254",Aparecio Vivo,Sin Información,03/02/2023,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda
"232,255",Desaparecido,Sin Información,11/02/2023,45,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Bogotá D.C.,Bogotá D.C
"232,256",Desaparecido,Sin Información,12/02/2023,77,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,257",Desaparecido,Sin Información,03/02/2023,16,Hombre,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Cajicá,Cundinamarca
"232,258",Aparecio Vivo,Sin Información,10/02/2023,49,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Vergara,Cundinamarca
"232,259",Aparecio Vivo,Sin Información,12/01/2023,34,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,261",Aparecio Vivo,Sin Información,10/02/2023,29,Mujer,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,264",Desaparecido,Sin Información,08/02/2023,37,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Sin información,Colombia,Cúcuta,Norte De Santander
"232,265",Aparecio Vivo,Sin Información,11/02/2023,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,267",Desaparecido,Sin Información,28/01/2023,25,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Manizales,Caldas
"232,269",Aparecio Vivo,Sin Información,14/02/2023,76,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Cúcuta,Norte De Santander
"232,273",Aparecio Vivo,Sin Información,14/02/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Manizales,Caldas
"232,274",Desaparecido,Sin Información,13/02/2023,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,276",Aparecio Vivo,Sin Información,11/02/2023,47,Mujer,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"232,278",Aparecio Vivo,Sin Información,05/02/2023,56,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Candelaria,Valle Del Cauca
"232,280",Aparecio Vivo,Sin Información,08/02/2023,39,Mujer,Colombia,Mestizo,Casado (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Pasto,Nariño
"232,285",Desaparecido,Sin Información,12/02/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Manizales,Caldas
"232,286",Aparecio Muerto,Sin Información,09/02/2023,38,Mujer,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C
"232,287",Aparecio Vivo,Sin Información,14/02/2023,14,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,290",Desaparecido,Sin Información,15/02/2023,12,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Persona en condición de desplazamiento,Colombia,Cartagena Del Chairá,Caquetá
"232,291",Desaparecido,Sin Información,14/02/2023,78,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,293",Aparecio Vivo,Sin Información,11/02/2023,31,Mujer,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,México,Desaparecidos en el extranjero,Desaparecidos en el extranjero
"232,294",Aparecio Muerto,Sin Información,14/02/2023,27,Hombre,Venezuela,Mulato,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,295",Aparecio Vivo,Sin Información,14/02/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"232,296",Desaparecido,Sin Información,15/01/2023,36,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Neiva,Huila
"232,297",Aparecio Vivo,Sin Información,10/02/2023,48,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia
"232,298",Aparecio Vivo,Sin Información,31/01/2023,33,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,299",Desaparecido,Sin Información,30/01/2023,78,Mujer,Colombia,Blanco,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Villeta,Cundinamarca
"232,301",Aparecio Vivo,Sin Información,15/02/2023,24,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"232,303",Aparecio Vivo,Sin Información,15/02/2023,71,Hombre,Colombia,Mestizo,Casado (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"232,304",Aparecio Vivo,Sin Información,13/02/2023,38,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bello,Antioquia
"232,305",Aparecio Vivo,Sin Información,01/02/2023,36,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
