ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE,Contexto
"231,995",Desaparecido,Sin Información,2023-01-11T00:00:00.000,40,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,997",Aparecio Muerto,Sin Información,2023-01-19T00:00:00.000,31,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Orito,Putumayo,Desaparición
"231,998",Aparecio Vivo,Sin Información,2023-01-30T00:00:00.000,13,Hombre,Venezuela,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Facatativá,Cundinamarca,Desaparición
"232,000",Desaparecido,Sin Información,2023-01-19T00:00:00.000,30,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,001",Aparecio Vivo,Sin Información,2023-01-30T00:00:00.000,30,Hombre,Colombia,Sin Información,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Barranquilla,Atlántico,Desaparición
"232,002",Desaparecido,Sin Información,2023-01-16T00:00:00.000,2,Mujer,Colombia,Sin Información,No Aplica,Sin información,Sin información,Colombia,Santa Marta,Magdalena,Desaparición
"232,004",Aparecio Vivo,Sin Información,2023-01-30T00:00:00.000,38,Mujer,Colombia,Sin Información,Unión Libre,Educación básica primaria,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,005",Aparecio Muerto,Sin Información,2023-02-01T00:00:00.000,24,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Neiva,Huila,Desaparición
"232,007",Desaparecido,Sin Información,2023-01-30T00:00:00.000,40,Hombre,Colombia,Sin Información,Unión Libre,"Especialización, Maestría o equivalente",Ninguno,Colombia,Barranquilla,Atlántico,Desaparición
"232,008",Desaparecido,Sin Información,2023-01-31T00:00:00.000,63,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,009",Aparecio Vivo,Sin Información,2023-01-31T00:00:00.000,20,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,012",Aparecio Vivo,Sin Información,2023-01-20T00:00:00.000,13,Mujer,Venezuela,Sin Información,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,013",Desaparecido,Sin Información,2023-01-18T00:00:00.000,45,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Arauquita,Arauca,Desaparición
"232,014",Desaparecido,Sin Información,2023-02-02T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,015",Desaparecido,Sin Información,2023-02-02T00:00:00.000,16,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,016",Desaparecido,Sin Información,2023-02-02T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,017",Desaparecido,Sin Información,2023-02-03T00:00:00.000,16,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,018",Desaparecido,Sin Información,2023-01-25T00:00:00.000,51,Hombre,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Villanueva,Casanare,Desaparición
"232,019",Aparecio Vivo,Sin Información,2023-02-02T00:00:00.000,34,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Bello,Antioquia,Desaparición
"232,020",Aparecio Muerto,Sin Información,2023-02-02T00:00:00.000,14,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Dosquebradas,Risaralda,Desaparición
"232,022",Aparecio Muerto,Sin Información,2023-01-21T00:00:00.000,33,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Flandes,Tolima,Desaparición
"232,023",Aparecio Vivo,Sin Información,2023-02-02T00:00:00.000,83,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Sin escolaridad,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,025",Desaparecido,Sin Información,2023-01-29T00:00:00.000,67,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,026",Aparecio Vivo,Sin Información,2023-02-03T00:00:00.000,12,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,028",Aparecio Vivo,Sin Información,2023-01-28T00:00:00.000,15,Mujer,Colombia,Negro,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,029",Aparecio Muerto,Sin Información,2023-01-31T00:00:00.000,23,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Dosquebradas,Risaralda,Desaparición
"232,030",Aparecio Vivo,Sin Información,2023-02-04T00:00:00.000,56,Mujer,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,031",Aparecio Vivo,Sin Información,2023-02-04T00:00:00.000,16,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,032",Aparecio Vivo,Sin Información,2023-02-04T00:00:00.000,15,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,033",Desaparecido,Sin Información,2023-02-04T00:00:00.000,23,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,034",Desaparecido,Sin Información,2023-02-04T00:00:00.000,51,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,035",Desaparecido,Sin Información,2023-02-04T00:00:00.000,30,Hombre,Colombia,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,036",Desaparecido,Sin Información,2023-02-04T00:00:00.000,23,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,037",Desaparecido,Sin Información,2023-02-02T00:00:00.000,19,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Balboa,Cauca,Desaparición
"232,040",Aparecio Vivo,Sin Información,2023-02-03T00:00:00.000,27,Hombre,Colombia,Sin Información,Unión Libre,Sin información,Ninguno,Colombia,Funza,Cundinamarca,Desaparición
"232,041",Desaparecido,Sin Información,2023-01-28T00:00:00.000,17,Mujer,Colombia,Sin Información,Soltero (a),Sin información,Sin información,Colombia,Piendamó,Cauca,Desaparición
"232,042",Aparecio Muerto,Sin Información,2023-01-02T00:00:00.000,78,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Copacabana,Antioquia,Desaparición
"232,044",Aparecio Vivo,Sin Información,2023-02-03T00:00:00.000,28,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,046",Desaparecido,Sin Información,2023-02-01T00:00:00.000,27,Hombre,Colombia,Mestizo,Sin Información,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Montería,Córdoba,Desaparición
"232,047",Aparecio Vivo,Sin Información,2023-01-24T00:00:00.000,36,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Itagui,Antioquia,Desaparición
"232,048",Aparecio Vivo,Sin Información,2023-02-02T00:00:00.000,15,Mujer,Colombia,Negro,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,049",Aparecio Vivo,Sin Información,2023-02-04T00:00:00.000,48,Hombre,Colombia,Blanco,Soltero (a),"Especialización, Maestría o equivalente",Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,050",Aparecio Vivo,Sin Información,2023-01-27T00:00:00.000,23,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Ecuador,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
"232,051",Aparecio Muerto,Sin Información,2023-01-10T00:00:00.000,60,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Persona habitante de la calle,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,052",Desaparecido,Sin Información,2023-02-05T00:00:00.000,46,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,053",Aparecio Vivo,Sin Información,2023-02-04T00:00:00.000,21,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,056",Aparecio Vivo,Sin Información,2023-01-16T00:00:00.000,42,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Comunidad LGBT,Colombia,Honda,Tolima,Desaparición
"232,058",Desaparecido,Sin Información,2023-02-03T00:00:00.000,16,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,060",Desaparecido,Sin Información,2023-01-29T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Siachoque,Boyacá,Desaparición
"232,061",Desaparecido,Sin Información,2023-02-02T00:00:00.000,38,Hombre,Cuba,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,062",Desaparecido,Sin Información,2023-01-21T00:00:00.000,23,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Grupos étnicos,Colombia,Samaniego,Nariño,Desaparición
"232,063",Desaparecido,Sin Información,2023-01-19T00:00:00.000,33,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bello,Antioquia,Desaparición
"232,064",Desaparecido,Sin Información,2023-02-03T00:00:00.000,42,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,065",Desaparecido,Sin Información,2023-02-01T00:00:00.000,93,Hombre,Colombia,Mestizo,Viudo (a),Sin información,Religiosos,Colombia,Los Santos,Santander,Desaparición
"232,067",Aparecio Vivo,Sin Información,2023-01-28T00:00:00.000,28,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,068",Aparecio Vivo,Sin Información,2023-02-03T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,069",Aparecio Vivo,Sin Información,2023-02-03T00:00:00.000,42,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
"232,071",Desaparecido,Sin Información,2023-01-25T00:00:00.000,42,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Venecia,Antioquia,Desaparición
"232,074",Aparecio Vivo,Sin Información,2023-02-05T00:00:00.000,44,Hombre,Colombia,Blanco,Unión Libre,Sin información,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,075",Desaparecido,Sin Información,2023-02-03T00:00:00.000,55,Hombre,Colombia,Mestizo,Unión Libre,Sin información,Ninguno,Colombia,Malambo,Atlántico,Desaparición
"232,077",Aparecio Vivo,Sin Información,2023-02-04T00:00:00.000,28,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,078",Desaparecido,Sin Información,2023-01-31T00:00:00.000,41,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Medellín,Antioquia,Desaparición
"232,079",Aparecio Vivo,Sin Información,2023-02-06T00:00:00.000,17,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,080",Aparecio Vivo,Sin Información,2023-02-06T00:00:00.000,13,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,081",Desaparecido,Sin Información,2023-01-03T00:00:00.000,66,Hombre,Colombia,Negro,Soltero (a),Sin información,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,083",Desaparecido,Sin Información,2023-02-06T00:00:00.000,11,Hombre,Venezuela,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Yumbo,Valle Del Cauca,Desaparición
"232,086",Desaparecido,Sin Información,2023-01-23T00:00:00.000,28,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,087",Desaparecido,Sin Información,2023-01-10T00:00:00.000,18,Hombre,Sin información,Blanco,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"232,088",Desaparecido,Sin Información,2023-02-04T00:00:00.000,16,Hombre,Colombia,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Barranquilla,Atlántico,Desaparición
"232,090",Desaparecido,Sin Información,2023-02-06T00:00:00.000,13,Mujer,Venezuela,Sin Información,Soltero (a),Educación básica primaria,Ninguno,Colombia,Rionegro,Antioquia,Desaparición
"232,091",Aparecio Vivo,Sin Información,2023-01-21T00:00:00.000,6,Hombre,Colombia,Mestizo,No Aplica,Educación inicial y educación preescolar,Ninguno,Colombia,Pasto,Nariño,Desaparición
"232,093",Desaparecido,Sin Información,2023-01-29T00:00:00.000,16,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,096",Aparecio Vivo,Sin Información,2023-01-25T00:00:00.000,28,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,097",Desaparecido,Sin Información,2023-01-05T00:00:00.000,44,Hombre,Sin información,Blanco,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"232,098",Desaparecido,Desaparición Presuntamente Forzada,2023-01-31T00:00:00.000,31,Hombre,Colombia,Negro,Sin Información,Sin información,Grupos étnicos,Colombia,Nuquí,Chocó,Desaparición
"232,099",Aparecio Vivo,Sin Información,2023-01-26T00:00:00.000,37,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Pasto,Nariño,Desaparición
"232,100",Desaparecido,Sin Información,2023-02-04T00:00:00.000,88,Mujer,Colombia,Mestizo,Viudo (a),Educación básica primaria,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,101",Desaparecido,Sin Información,2023-01-24T00:00:00.000,56,Hombre,Colombia,Mestizo,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,102",Aparecio Vivo,Sin Información,2023-02-02T00:00:00.000,28,Hombre,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"232,103",Aparecio Vivo,Sin Información,2023-02-03T00:00:00.000,18,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Ibagué,Tolima,Desaparición
"232,104",Desaparecido,Sin Información,2023-01-22T00:00:00.000,28,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,105",Desaparecido,Sin Información,2023-02-06T00:00:00.000,59,Hombre,Colombia,Mestizo,Viudo (a),Educación básica primaria,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
"232,106",Desaparecido,Sin Información,2023-01-18T00:00:00.000,78,Hombre,Colombia,Sin Información,Soltero (a),Sin escolaridad,Ninguno,Colombia,Salento,Quindio,Desaparición
"232,107",Aparecio Vivo,Sin Información,2023-02-04T00:00:00.000,33,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pasto,Nariño,Desaparición
"232,109",Aparecio Vivo,Sin Información,2023-02-07T00:00:00.000,49,Hombre,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Sin información,Colombia,Sabaneta,Antioquia,Desaparición
"232,110",Desaparecido,Sin Información,2023-01-14T00:00:00.000,29,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,111",Aparecio Vivo,Sin Información,2023-02-01T00:00:00.000,45,Hombre,Colombia,Sin Información,Soltero (a),Educación inicial y educación preescolar,Sin información,Colombia,Medellín,Antioquia,Desaparición
"232,112",Desaparecido,Sin Información,2023-01-23T00:00:00.000,20,Hombre,Venezuela,Sin Información,Sin Información,Sin información,Persona en condición de desplazamiento,Colombia,Pamplona,Norte De Santander,Desaparición
"232,113",Desaparecido,Sin Información,2023-01-27T00:00:00.000,5,Mujer,Colombia,Sin Información,No Aplica,Educación inicial y educación preescolar,Sin información,Colombia,Bucaramanga,Santander,Desaparición
"232,114",Desaparecido,Sin Información,2023-02-04T00:00:00.000,33,Hombre,Colombia,Sin Información,Soltero (a),Educación técnica profesional y tecnológica,Sin información,Colombia,Caucasia,Antioquia,Desaparición
"232,116",Desaparecido,Sin Información,2023-02-07T00:00:00.000,14,Hombre,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,117",Desaparecido,Sin Información,2023-01-19T00:00:00.000,21,Hombre,Venezuela,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,118",Aparecio Vivo,Sin Información,2023-02-04T00:00:00.000,28,Hombre,Venezuela,Mestizo,Soltero (a),Sin escolaridad,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,119",Aparecio Vivo,Sin Información,2023-02-07T00:00:00.000,92,Hombre,Colombia,Blanco,Casado (a),Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"232,121",Desaparecido,Sin Información,2023-02-05T00:00:00.000,14,Mujer,Colombia,Sin Información,Sin Información,Sin información,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Neiva,Huila,Desaparición
